,UserName,Handle,Timestamp,Text,Comments,Likes,Retweets,Candidate
340,Milla Romero Soto #CD3,@millaromerosoto,2020-09-04T13:52:20.000Z,"El Señor es quien salva a los justos,
él es su alcázar en el peligro;
el Señor los protege y los libra,
los libra de los malvados
y los salva porque se acogen a él. Salmo 36.",2,7,57,Uribe
341,Nicolás Pérez Vásquez,@nperezvasquez,2020-09-03T15:22:18.000Z,"Santos, Timochenko, Cepeda y Cristo le deben una explicación al País.

Reuniones secretas a altas horas de la noche justo cuando el caso Uribe pasa a la Fiscalía.","1,5 mil","1,3 mil","2,4 mil",Uribe
342,María del Rosario Guerra,@charoguerra,2020-09-03T12:07:03.000Z,#FelizJueves,10,11,35,Uribe
343,Edwin Ballesteros,@EdwBallesteros,2020-09-03T11:58:53.000Z,"#AdelantePresidente 
@AlvaroUribeVel
. No está solo. #UribeEnLibertad 
@CeDemocratico",3,39,73,Uribe
344,Ruby Chagüi,@Rubychagui,2020-09-02T15:02:49.000Z,"#LibertadParaUribeEs respetar las garantías judiciales, el debido proceso, la presunción de inocencia. 
@AlvaroUribeVel
 siempre ha acudido y seguirá acudiendo a la justicia para demostrar su inocencia. Pedimos que se le respete su derecho fundamental de la libertad. #UribeLibre",4,63,199,Uribe
345,Andrés Forero CD #,@AForeroM,2020-09-02T16:46:28.000Z,"¡Increíble!

Ayer por redes y hoy en reunión gobierno de 
@ClaudiaLopez
 presiona a ponentes del cupo de endeudamiento más grande de la historia de Bogotá para que presenten ponencias anticipadas.

Espero que ponentes no cedan y exijan respeto por el 
@ConcejoDeBogota
.",3,73,124,Uribe
346,Andrés Forero CD #,@AForeroM,2020-09-02T11:26:00.000Z,"AlAire | En minutos en @lahoradelaverdad, con 
@FlondonoHoyos
  hablando sobre la ""nueva normalidad"" en Bogotá y la declaratoria de oposición del 
@CeDemocratico
 al gobierno de 
@ClaudiaLopez
youtu.be/dzqGz3Dw1G4 

#ForeroConcejal #PrimeroBogotá",1,9,36,Uribe
347,Jerónimo Uribe,@jeronimoauribem,2020-09-01T18:11:15.000Z,"Hasta Don Iván está comprometido, confirma Monsalve...",157,"1,5 mil","2,5 mil",Uribe
348,María del Rosario Guerra,@charoguerra,2020-08-31T12:37:28.000Z,#FelizLunes,9,24,101,Uribe
349,María del Rosario Guerra,@charoguerra,2020-08-10T21:46:29.000Z,"#EnMedios Esta noche estaré en #Entrevista con 
@camilocnn
 hablando de la decisión de la 
@CorteSupremaJ
 en el caso del presidente 
@AlvaroUribeVel",18,21,55,Uribe
350,Centro Democrático,@CeDemocratico,2020-08-07T22:31:16.000Z," Bogotá

Así avanza la gran #CaravanaNacionalPorLaLibertad en la capital de Colombia.

¡𝗗𝗲𝗳𝗲𝗻𝗱𝗮𝗺𝗼𝘀 𝗹𝗮 𝗹𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗾𝘂𝗶𝗲𝗻 𝗱𝗲𝗳𝗲𝗻𝗱𝗶𝗼́ 𝗮 𝗖𝗼𝗹𝗼𝗺𝗯𝗶𝗮!",7,43,119,Uribe
351,Ernesto Macías Tovar,@ernestomaciast,2020-08-07T16:05:57.000Z,"#HuilaConUribe
Multitudinaria manifestación de los huilenses, a esta hora en las calles de Neiva, reclamando la libertad de 
@AlvaroUribeVel
 
#DefensaEnLibertad",390,1 mil,"2,6 mil",Uribe
352,Alejandro Corrales CD32,@AlejoCorralesCD,2020-08-07T14:31:08.000Z,"#AEstaHora inicia la gran #CaravanaPorLaLibertad en la ciudad de Pereira, hoy le expresamos todo nuestro apoyo al presidente Álvaro Uribe Vélez . 

Queremos a #UribeEnLibertad",39,229,555,Uribe
353,Centro Democrático Magdalena,@CDMgdalena,2020-08-07T05:49:04.000Z,"Te esperamos en la caravana de apoyo a nuestro Presidente 
@AlvaroUribeVel
#UribeEnLibertad",19,60,186,Uribe
354,Nubia Stella Martínez,@NubiaSMartinez,2020-08-06T23:32:54.000Z,"Mañana, 7 de agosto: ""GRAN CARAVANA NACIONAL DE LA LIBERTAD"".
Todo un país unido por la libertad del Presidente 
@AlvaroUribeVel
. Puntos de encuentro y horas a continuación:",154,419,749,Uribe
355,Paola Holguín #6CD,@PaolaHolguin,2020-07-29T20:05:05.000Z,"IMPORTANTE Audio donde Carlos Enrique Vélez le dice a la Corte que tenía presiones de Iván Cepeda (1 de diciembre de 2016), para esa fecha no existía caso contra Álvaro Uribe y mucho menos conocía a Diego Cadena.",268,"2,1 mil","2,2 mil",Uribe
356,Álvaro Uribe Vélez,@AlvaroUribeVel,2020-07-27T17:08:47.000Z,"El presidente 
@IvanDuque
 ha sancionado la Ley que permite a los padres de familia ejercer vigilancia sobre los recursos del PAE.",41,276,584,Uribe
357,Ana Ligia Mora,@amoramartinez1,2020-07-22T02:51:15.000Z,"Muchas gracias por unirse a la celebración de 25 años de aprendizaje y entrega a nuestras comunidades, destacamos su compromiso y liderazgo al poner en la agenda del país iniciativas que aporten a la sostenibilidad y a la vida.",,3,7,Uribe
358,Juan David Vélez - CD 401 Cámara Exterior,@JuanDaVelez,2020-07-15T13:59:04.000Z,"¡Orgullosos! Nos sentimos #OrgullososDeNuestraBandera, esos tres colores significan TANTO para los #ColombianosEnElExterior. Por eso, el 20 de julio cada franja vestirá de gala con nuestros apellidos.

¡Los invito a unirse a idea de 
@ProcolombiaCO
!
 
https://colombia.co/orgullosos-de-nuestra-bandera/veinte-de-julio/… ",1,29,74,Uribe
359,Amanda Rocío Gonzálezᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,@AmandaRocioG,2020-07-14T12:58:19.000Z,"Llegamos hasta #Garagoa, capital de la Provincia de Neira en #Boyacá, con más ayudas humanitarias para las familias vulnerables que nos necesitan para continuar en casa y evitar la propagación de esta pandemia. Agradezco el cariño recibido en “la Sultana del Valle de Tenza"".",2,9,38,Uribe
360,Legado de Álvaro Uribe Vélez,@LegadoUribeVel,2020-07-12T23:45:00.000Z,"#CDialoga La verdad sobre el falso testimonio de Francisco Enrique Villalba sobre la masacre del Aro, es que 
@AlvaroUribeVel
 nunca fue al corregimiento de La Caucana, ni siendo Gobernador de Antioquia, ni antes de serlo.

Más información en https://alvarouribe.com/el-aro/",5,47,65,Uribe
361,John Harold Suárez Vargas CD #42,@jhsuarezv,2020-07-12T12:36:18.000Z,"Los invito a leer mi columna de hoy:
¿Y qué hay de nuestros niños?
Vía 
@CeDemocratico
https://centrodemocratico.com/?p=13549#.Xwp8DChKhPY…",3,16,29,Uribe
362,María del Rosario Guerra,@charoguerra,2020-07-12T14:59:03.000Z,"Feliz cumpleaños a 
@juanhurtadocano
 embajador en Guatemala. Gran amigo, trabajador incansable, ejemplo de decencia en la política, de servicio y amor a la Patria. 
@CeDemocratico",8,13,48,Uribe
363,Álvaro Uribe Vélez,@AlvaroUribeVel,2020-07-10T23:41:17.000Z,"Centro Democrático entrega respirador a Lorica, Córdoba",584,935,"3,1 mil",Uribe
364,Ruby Chagüi,@Rubychagui,2020-07-11T00:55:48.000Z,"En la tarde de hoy llegó el ventilador mecánico del 
@CeDemocratico
 a Lorica. El lunes se entregará oficialmente al Gerente del Hospital San Vicente de Paul y se hará capacitación. 
@AlvaroUribeVel",9,45,103,Uribe
365,Andrés Fernando Portillo,@andresportillo_,2020-06-04T17:45:45.000Z,"Increíble lo sucedido en Corabastos. #BogotáEnCrisis como resultado de la improvisación de 
@ClaudiaLopez
.",80,352,580,Uribe
366,Aldumar Forero Orjuela,@AldumarForeroO,2020-06-04T18:13:31.000Z,"#BogotáEnCrisis | Gran cantidad de habitantes de la calle se ha congregado en parques, canales, separadores y andenes, sin tener clara la atención del distrito durante esta emergencia.",2,18,21,Uribe
367,Sebastian Ospina,@ospina290700,2020-06-04T16:31:23.000Z,"Alcaldesa 
@ClaudiaLopez
 al creer que esta crisis es otra oportunidad para hacer su “politiquería” acostumbrada, ha descuidado la salud y la economía de los bogotanos #BogotáEnCrisis",9,51,100,Uribe
368,UniCD Sergio Arboleda,@SergioUnicd,2020-05-29T02:11:30.000Z,"Siguiendo el sentido altruista que nos ha enseñado nuestro partido 
@CeDemocratico
, y uniéndonos al llamado de solidaridad ante la grave crisis que nos afecta, decidimos hacer una donación a la fundación Mano en el Corazón. 

¡Unidos, con la mano en el corazón, saldremos adelante!",8,58,154,Uribe
369,Daniela Fajardo,@DanielaFajardoD,2020-05-21T19:14:09.000Z,"Aforados o no la segunda instancia es un derecho que tenemos todos los colombianos. Que alegría saber que aún podemos confiar en las instituciones colombianas. ¡Pedimos que esta vez se haga justicia y se falle en favor de la inocencia de Andrés Felipe Arias! 

#AriasTieneDerecho",4,20,71,Uribe
370,Sergio David Prieto Romero,@sergio_prieto10,2020-05-18T13:21:27.000Z,"""Solamente nos queda la opción de decir sí a la paz votando No al Plebiscito"" dijo el presidente 
@AlvaroUribeVel
 ante un discurso que leyó para los militantes del 
@CeDemocratico
, ""Aprobar el ilegítimo plebiscito equivale a aceptar la impunidad total. 

#CDloAdvirtió",1,6,10,Uribe
371,Sandy Martínez,@SandyMartinezB,2020-05-18T12:36:45.000Z,"La justicia tiene que aplicarse con todo el peso a estos personajes. 
#CDLoAdvirtió",,2,7,Uribe
372,Catalina Escobar,@cataescobarpe,2020-05-18T12:19:59.000Z,"El perdón requiere de justicia, cuando no hay justicia, no hay perdón. #CDloAdvirtió",8,39,116,Uribe
373,Sergio David Prieto Romero,@sergio_prieto10,2020-05-18T12:19:00.000Z,"No castigar al criminal, al violador reclutador de niños es darle un mal ejemplo a la juventud y evitar el perdón en la sociedad.

#CDloAdvirtió",4,8,41,Uribe
374,Nicolás Goyeneche V,@NGoyenecheV,2020-05-02T17:54:22.000Z,"#UribismoDefiendeAlPaís
Desde 2002 levantamos la voz a favor de nuestras tesis, seguros de que lo que le proponemos al país es lo mejor para el desarrollo de nuestra patria.

¡Vencimos, y vamos a seguir venciendolos!",15,44,98,Uribe
375,Santiago Archila Correa,@ArchilaCorrea,2020-05-02T17:43:58.000Z,"#UribismoDefiendeAlPaís hoy y siempre! Encargándose de defender la democracia y el bienestar de todos los colombianos a través de 
@AlvaroUribeVel
 y la bancada del 
@CeDemocratico
, demostrando compromiso con Colombia y sus jóvenes con 
@ColegiosCD
 y @UniCDNacional",6,49,95,Uribe
376,Laura Medina Ruiz,@LauraMedinaRuiz,2020-05-02T17:20:28.000Z,Una y mil razones para decir que el #UribismoDefiendeAlPaís,13,88,168,Uribe
377,Nicolás Goyeneche V,@NGoyenecheV,2020-05-02T17:31:27.000Z,"#UribismoDefiendeAlPaís Mientras algunos satanizan la riqueza, nosotros buscamos como defender a los gremios para lograr el desarrollo que soñamos para todos los colombianos.",2,20,28,Uribe
378,Laura Medina Ruiz,@LauraMedinaRuiz,2020-05-02T17:35:11.000Z,"Desde hace unos años se ha orquestado una campaña de desprestigio al uribismo desde la izquierda. Ahora vienen desde Magdalena, con personas contratadas para hablar mal de este sector. Son muy predecibles pero no nos callarán. #UribismoDefiendeAlPaís",96,470,797,Uribe
379,Aldumar Forero Orjuela,@AldumarForeroO,2020-05-02T16:51:21.000Z,"El #UribismoDefiendeAlPaís como siempre, dialogamos con TODOS los sectores de la sociedad para encontrar soluciones.

Hemos sido los únicos que en medio de la crisis no politizamos y más bien ayudamos para que podamos sortear esta eventualidad de la mejor manera.",,9,20,Uribe
380,Aldumar Forero Orjuela,@AldumarForeroO,2020-05-02T16:53:49.000Z,"El #UribismoDefiendeAlPaís y con difamaciones no impedirán que sigamos en la lucha por el bienestar de TODA Colombia.

Se equivocan los aduladores del terrorismo de las FARC, al tratar de acallar al uribismo.

Lo que sabemos hacer es, TRABAJAR, TRABAJAR Y TRABAJAR.",1,14,36,Uribe
381,Juan David Penagos,@juanpenagosc,2020-05-02T16:56:30.000Z,"Trabajar, trabajar y trabajar. El gran lema que ha dejado 
@AlvaroUribeVel
 a nuestra nación!

Destruir, incendiar, descalificar. El lema de otros “líderes” de corrientes políticas que dejan hambre y miseria en los pueblos donde son practicadas

#UribismoDefiendeAlPais",24,175,270,Uribe
382,Aldumar Forero Orjuela,@AldumarForeroO,2020-05-02T16:58:12.000Z,"Las palabras de agradecimiento para el presidente 
@AlvaroUribeVel
 se quedan cortas, su amor por Colombia, sus cibicckonws firmes y sólidas han hechi que este país no sucumba a ideas maquilladas que generan destrucción y oscuridad. 

#UribismoDefiendeAlPaís",2,27,57,Uribe
383,Juan Felipe Castellanos,@jfelicaste1,2020-05-02T16:56:36.000Z,"#UribismoDefiendeAlPaís El 
@CDemocraticoBog
 ha defendido las libertades de cada persona, ha luchado contra el terrorismo, las injusticias, la corrupción. Ha sido diligente en su trabajo. Ha puesto en su espalda la vida de cada Colombiano. Ejemplo de servicio!! 
@RafaNietoLoaiza",,15,35,Uribe
384,Aldumar Forero Orjuela,@AldumarForeroO,2020-05-02T17:00:41.000Z,"Solo quienes piensan en el caos y en la destrucción piensan en medio de esta coyuntura tan difícil en desprestigiar y difamar.

Esa izquierda de Colombia sólo sirve y ha servido a los intereses de los más criminales de este país 

#UribismoDefiendeAlPaís",4,15,28,Uribe
385,Cristian Londoño,@Crislonpu,2020-05-02T16:59:35.000Z,"Ayer en medio de #CuarentenaTotal más de 200 jóvenes de @UniCDNacional 
@UNICDBogota
 nos reunimos en Vivo con 
@AlvaroUribeVel
. 
No cabe duda que es una gran inspiración para muchos jóvenes que quieren construir un país mejor.
#UribistaSigueUribista #UribismoDefiendeAlPaís",14,128,235,Uribe
386,Julián David Peña,@julianpenaOC,2020-05-02T16:38:18.000Z,"El #UribismoDefiendeAlPaís de las garras de las FARC, el ELN, los bandidos de la Colombia Humana, la narcodictadura de Venezuela y mucho más. 
El legado del gran Colombiano 
@AlvaroUribeVel
 lo vamos a honrar y seguiremos trabajando por la Patria.
¡Los venceremos SIEMPRE! ",29,172,300,Uribe
387,Santiago Archila Correa,@ArchilaCorrea,2020-04-15T21:48:46.000Z,Gracias a la Ley 100 millones de colombianos pudieron tener un acceso a la salud. #SaludSíCorruptosNo,7,35,70,Uribe
388,Juan Contreras,@Camilo_284,2020-04-15T22:04:38.000Z,"La ley 100 buscó mejorar el sistema de salud, pero fue enlodada por el Gobierno pasado con la corrupción, ejemplo:  Caprecom. 

#SaludSíCorruptosNo 
@CeDemocratico",,13,23,Uribe
389,Nicolás García,@NicolasGarciaUr,2020-04-15T22:19:58.000Z,"La Ley 100 garantiza el derecho a la salud de los colombianos mediante la creación de un sistema con instituciones, normas y procedimientos que velan por la calidad de vida de las personas y el aumento a la cobertura en Salud, Pensiones y Riesgos Laborales. #SaludSíCorruptosNo",,19,43,Uribe
390,Cámara de Representantes de Colombia,@CamaraColombia,2020-04-09T19:06:54.000Z,"#9AUnaSolaVoz | Lorena Mesa 
@LoreMesa
 subdirectora 
@UnidadVictimas
 , se une a la conmemoración del 9 de abril, Día Nacional de la Memoria y Solidaridad con las Víctimas del Conflicto en Colombia. #UnidosPorLasVíctimas",,3,11,Uribe
391,MinSaludCol,@MinSaludCol,2020-04-08T20:35:33.000Z,"#Reporte  Confirmamos 274 nuevos casos de coronavirus y 4 fallecidos en Colombia, para un total de 2.054 pacientes con COVID-19 y 54 fallecidos. El número de recuperados llega a 123 personas.",818,"5,2 mil","8,2 mil",Uribe
392,Iván Duque,@IvanDuque,2020-03-21T01:55:14.000Z,"Me permito informarle a todos los colombianos, que luego de realizarme la prueba de #Covid_19, el resultado que arrojó la muestra es negativo. Reiteramos llamado al cuidado y autocuidado, y a ser responsables con información y solidarios con la salud de todos los que nos rodean.",6 mil,"6,2 mil","35,2 mil",Uribe
393,UniCD Universidad Militar Nueva Granada,@UniCD_Militar,2020-03-20T21:28:44.000Z,"En tus manos está el ponerle freno al contagio, acata todas las medidas !

#FrenoAlContagio 
@CeDemocratico",,12,17,Uribe
394,Daniela Fajardo,@DanielaFajardoD,2020-03-20T21:42:35.000Z,"Todos somos responsables, no seamos egoístas, no seamos indiferentes. En nuestras manos está frenar el contagio. 

#FrenoAlContagio",,14,25,Uribe
395,Centro Democrático Caldas Oficial,@CDCaldas_,2020-03-20T20:58:05.000Z,"Anticipar la cuarentena ante el #coronavirus: pedido de 
@AlvaroUribeVel
 al Gobierno. #FrenoAlContagio  -->https://bit.ly/2ws7MwX",,3,6,Uribe
396,Centro Democrático Caldas Oficial,@CDCaldas_,2020-03-20T20:32:12.000Z,"#FrenoAlContagio ya, primero la vida",,7,8,Uribe
397,Juan Carlos Dorado R,@JCDoradoR,2019-09-12T22:42:16.000Z,"Todo mi reconocimiento al presidente 
@AlvaroUribeVel
 quien con amor ha trabajado por nuestro país, y con mano firme ha dado todo para defenderlo. 

¡Seguridad Democrática!
#LesContaronMalLaHistoria",11,235,453,Uribe
398,Nubia Stella Martínez,@NubiaSMartinez,2019-09-04T15:22:58.000Z,"El lanzamiento de Mujeres 
@CeDemocratico
 en el departamento de #Casanare es un avance importante para la inclusión de la mujer en la política. Somos la representación de la firmeza, el carácter y los valores democráticos y éticos que queremos promulgar.",3,17,49,Uribe
399,Álvaro Uribe Vélez,@AlvaroUribeVel,2019-09-03T00:03:51.000Z,"Inversión extranjera directa subió 24,4% en el primer semestre de 2019 - Blu Radio",82,189,413,Uribe
400,Ejército Nacional de Colombia,@COL_EJERCITO,2019-09-02T11:22:00.000Z,"¡Buenos días #Colombia! Continuamos comprometidos con la seguridad y defensa del territorio nacional.

Los soldados del Ejército Nacional le deseamos un feliz inicio de semana. 

#FelizLunes",54,313,932,Uribe
401,Carlos Ríos,@CarlosARiosP,2019-08-29T13:10:08.000Z,"El Estado colombiano debe actuar con toda la contundencia, para frenar la avanzada perversa de éstos narcotraficantes que quieren llegar al poder a costa de todo. ¡Mano firme contra las Farc!
https://elcolombiano.com/colombia/plan-de-disidencias-para-refundar-a-las-farc-probado-por-comunicaciones-interceptadas-NH11076856… vía 
@elcolombiano",4,34,47,Uribe
402,Santiago Bautista,@santiago__CD,2019-08-29T13:28:47.000Z,"Culpable 
@JuanManSantos
  que determinó otorgarles impunidad a costa de la institucionalidad y la justicia, desconociendo el mandato popular que dijo NO en el plebiscito.  #EngañaronAColombia",1,25,71,Uribe
403,Nicolás Goyeneche V,@NGoyenecheV,2019-08-29T12:11:26.000Z,"Veo a muchos justificando a la  #LaNuevaGuerrilla de las FARC por los ""incumplimientos"" de Iván Duque. 

 Ahí tienen las curules para legislar.

 Ahí tienen la JEP que los deja libre. 

 Ahí tienen a todo un Gobierno obligado por sus leyes a cumplirles.

¿Qué más quieren?",5,57,96,Uribe
404,Javier Santiesteban,@santiestebanCD,2019-08-06T21:04:24.000Z,#LoNuestroEsBogotá feliz cumpleaños ,,7,12,Uribe
405,Javier Santiesteban,@santiestebanCD,2019-07-29T15:03:13.000Z,"Este miércoles 31 de julio rendiré cuentas a la ciudadanía como Presidente de la Comisión de Gobierno, y vocero de la bancada del 
@CeDemocratico
, los invito para que participen. Trasmisión por 
@CanalTreceCO
 desde las 9:00 a.m #ConcejoRindeCuentas",1,8,18,Uribe
406,JOVEN CD ANTIOQUIA,@JovenCDant,2019-07-29T15:16:10.000Z,"Juventudes Centro Democrático - Antioquia extienden cálido y fraterno saludo de cumpleaños a su director Juan David Mosquera. Reconociendo su dedicado servicio a la juventud antioqueña y colombiana, nuestro equipo le desea un año colmado de éxitos y aprendizajes. 
@juandajuventud",6,11,57,Uribe
407,Papo Amin,@papoaminCD,2019-07-04T12:15:33.000Z,"Feliz cumpleaños al gran colombiano 
@AlvaroUribeVel
 Gracias Presidente Uribe por trabajar con tanto amor  por Colombia y sin descansar. ¡Dios lo bendiga !",33,106,433,Uribe
408,Thania Vega,@ThaniaVegaP,2019-07-04T12:56:13.000Z,#FelizCumpleanosPresidenteUribe  Gratitud eterna de mi parte y de mi familia por la lucha que hace por Colombia . Un honor haber trabajado a su lado por esa gran causa.Dios lo bendiga por siempre.,9,173,357,Uribe
409,Julián David Peña,@julianpenaOC,2019-07-04T15:50:16.000Z,"Invitados todos a escuchar a los candidatos a las JAL de @UniversidadesCD En nuestro Partido Centro Democrático nos han enseñado a ser responsables con la ciudad, por eso queremos llegar a los Edilatos y proponerle a Bogotá grandes cambios. #BogotáNosUne #FelizCumpleanosUribe",,16,30,Uribe
410,Jose Horacio Torres Morales,@JosehtorresM,2019-07-04T12:05:51.000Z,"Hoy cumple una persona admirable, sensata y de gran gallardía,que dio la esperanza,que el pueblo colombiano volviera a vivir en tranquilidad,nuestro gran colombiano,feliz cumpleaños presidente 
@AlvaroUribeVel
 ,Dios no lo guarde y bendiga siempre #FelizCumpleañosPresidenteUribe",2,24,70,Uribe
411,Paola Guerrero,@PaolaGuerreroI_,2019-07-04T12:11:19.000Z,"Qué mejor para celebrar su cumpleaños presidente 
@AlvaroUribeVel
, que recordar este día que marchamos a su lado para decirle NO a la impunidad. Gracias por defendernos con mano firme y  grande! #FelizCumpleañosPresidenteUribe",25,166,439,Uribe
412,Josias Fiesco,@josiasfiesco,2019-07-04T12:08:20.000Z,"¿Cuánto se habría evitado Venezuela si hubiera tenido un 
@AlvaroUribeVel
? Responsabilidad nuestra como nuevas generaciones defender su convicción,  la vida sólo es vida si se vive en libertad. #FelizCumpleanosPresidenteUribe",82,443,"1,2 mil",Uribe
413,Natalia Bedoya,@natiibedoya,2019-07-04T12:06:05.000Z,"Son tantos los momentos y aprendizajes que he compartido con él, más de 5 años acompañándolo en esta lucha por una mejor Colombia. Feliz cumpleaños a un hombre que día a día nos enseña a luchar y defender la patria, feliz cumpleaños 
@AlvaroUribeVel
 #FelizCumpleañosPresidenteUribe",230,337,"1,2 mil",Uribe
414,Jorge Cote Cadena,@jorgecotecadena,2019-05-21T21:41:56.000Z,"Toda mi gratitud y afecto a mi partido 
@CeDemocratico
. Trabajaremos de sol a sol por llevar a cada rincón de #Santander los valores del partido y que cada persona recobre la esperanza y confianza en que construiremos un mejor departamento y cumpliremos.",13,47,121,Uribe
415,Álvaro Uribe Vélez,@AlvaroUribeVel,2019-05-12T14:38:06.000Z,Felicitaciones mamás,"1,5 mil","1,7 mil",6 mil,Uribe
416,David Candamil,@Davidcandamiles,2019-04-26T02:09:06.000Z,"Tranquilos Colombianos que si hay jóvenes como nosotros @UniversidadesCD que estamos luchando por construir un mejor país, con trabajo duro y valores 
@CeDemocratico
 
.
Que vergüenza que esos vándalos sean la mayoría jóvenes #ParoNacional #ParoAlDesarrollo",11,69,180,Uribe
417,Christian Garcés CD 101,@ChriGarces,2019-04-11T15:19:19.000Z,"Aunque el Congreso le dé la espalda a las víctimas, en el 
@CeDemocratico
 seguimos #FirmesContraLaImpunidad",15,99,199,Uribe
418,Christian Garcés CD 101,@ChriGarces,2019-04-11T15:39:00.000Z,"Yo voté SÍ a las objeciones de la 
@JEP_Colombia
 porque para nadie es un secreto que las enormes fortunas de 
@PartidoFARC
 están escondidas y no han reparado a las víctimas. #FirmesContraLaImpunidad",21,209,355,Uribe
419,Gabriel Velasco #CD13,@gabrieljvelasco,2019-04-09T23:08:41.000Z,Muchas gracias por los buenos deseos. #SeguimosParándoleBolas a Colombia!,,2,5,Uribe
420,Milton Angulo CD #113,@miltonhav,2019-04-01T00:32:19.000Z,"Toda mi solidaridad y admiración a mi senadora 
@PaolaHolguin
 que representa, la mujer valiente, trabajadora, honesta y comprometida con nuestra patria. #YoSoyPaolo 
@Juan_EspinalR
 @CeDemocratico",21,143,325,Uribe
421,Óscar Villamizar M.,@OscarVillamiz,2019-03-31T23:03:24.000Z,"@PaolaHolguin
 es una mujer trabajadora, de templanza, que ama nuestro país pero sobre todo sincera y directa. Ella nuestra Senadora de 
@CeDemocratico
 dice lo q muchos colombianos quisieran gritar. NOSOTROS ESTAMOS CON LAS VICTIMAS!! Adelante Senadora 
@PaolaHolguin",3,16,34,Uribe
422,Christian Garcés CD 101,@ChriGarces,2019-03-30T19:15:56.000Z,"Invito a mis amigos a apoyar a 
@LouridoPacho
 a la Gobernación por su experiencia, capacidad de gestión y compromiso en la lucha contra la corrupción. Los foros del partido serán a partir de la próxima semana donde asistirán todos los precandidatos.",2,3,5,Uribe
423,Paloma Valencia,@PalomaSenadora,2019-03-22T18:56:46.000Z,Es muy triste que los partidos que no acompañaron al Presidente Duque se opongan a debatir el PND. Llevamos 3 días sin quórum. Recordemos que esta es la hoja de ruta de los próximos 4 años. Es clave que entre todos lo discutamos y construyamos. #ElPlanEsXColombia,"1,5 mil",1 mil,"2,1 mil",Uribe
424,Guillermo Botero,@GuillermoBotero,2019-03-22T12:14:36.000Z,"Es el narcotráfico, no la aspersión aérea

La democracia no puede ser presa de la cultura de la ilegalidad.
 http://m.eltiempo.com/opinion/columnistas/guillermo-botero/es-el-narcotrafico-no-la-aspersion-aerea-columna-de-guillermo-botero-340586… vía 
@eltiempo",70,365,550,Uribe
425,Nubia Stella Martínez,@NubiaSMartinez,2019-03-13T19:21:02.000Z,"En nuestros recorridos por el país dialogamos con nuestros precandidatos en búsqueda de los mejores líderes que junto al Partido transformen sus territorios a través de nuestro proyecto político. Es clave que los futuros candidatos sean honestos, competentes y comprometidos.",2,18,41,Uribe
426,Paloma Valencia,@PalomaSenadora,2019-03-13T02:15:51.000Z,"Del lado de las víctimas, no de los victimarios. 

#PazConLegalidad",38,299,729,Uribe
427,Iván Duque,@IvanDuque,2019-03-12T17:04:08.000Z,"En cumplimiento de los compromisos que hicimos en el Taller #ConstruyendoPaís de Coveñas, llegamos hoy a Sucre, en el departamento de Sucre, con varios de nuestros ministros y directores de entidades. Tendremos un diálogo social para escuchar las necesidades de la comunidad.",71,213,599,Uribe
428,Ruby Chagüi,@Rubychagui,2019-03-13T02:00:18.000Z,"Presidente Duque está haciendo uso de una facultad constitucional para presentar sus objeciones por inconveniencia a la JEP. No estamos ante un choque de trenes, la Corte Constitucional tiene la última palabra. #PazConLegalidad",4,43,115,Uribe
429,Andrés Felipe Arias,@AndresFelArias,2019-03-12T17:35:57.000Z,"¡Señor escucha nuestra oración! Oración por la libertad y la protección de Andrés Felipe Arias.
#AriasInocente 
#LibertadParaArias",365,1 mil,"2,2 mil",Uribe
430,Edwin Ballesteros,@EdwBallesteros,2019-03-12T23:56:39.000Z,"Caballerosidad, respeto y consideración, siempre caracterizan al Pte 
@AlvaroUribeVel
 

#UribeEsEsperanza",54,226,617,Uribe
431,Nicolás Pérez Vásquez,@nperezvasquez,2019-03-12T23:12:24.000Z,"#EstamosConLosCafeteros
He propuesto la creación de una Comisión Accidental en el Congreso para buscar soluciones reales y efectivas ante la crisis del sector cafetero.
https://youtu.be/GP3itp5cj5o
@FedeCafeteros
 @robertovelezv
 @AlejoCorralesCD
 @SenadoGovCo",,11,19,Uribe
432,Nubia Stella Martínez,@NubiaSMartinez,2019-03-13T01:51:32.000Z,"Las objeciones a la JEP no buscan polarizar al país, por el contrario pretenden que los colombianos puedan disfrutar de una paz sin impunidad, justa y democrática #PazConLegalidad",15,187,403,Uribe
433,Andrew Stuart,@YoSoyStuart,2019-03-12T16:22:13.000Z,"Muchas gracias por el reconocimiento a mi partido 
@CeDemocratico
. Estamos para ayudar a las personas que más lo necesitan.  #SocialmenteComprometido.",,1,7,Uribe
434,Nubia Stella Martínez,@NubiaSMartinez,2019-03-12T02:48:19.000Z,"#UribeEsEsperanza Un ser humano excepcional, honesto, visionario, trabajador insaciable, líder innato, con un carisma inigualable. Gratitud siempre, 
@AlvaroUribeVel",52,429,939,Uribe
435,Angela Garzón,@angelagarzonc,2019-03-12T15:50:52.000Z,"#UribeEsEsperanza porque su amor y trabajo por Colombia es incansable. Gracias 
@AlvaroUribeVel
 por devolvernos la confianza.",125,197,689,Uribe
